HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,Age_of_House,Garage,Location_Score,Distance_to_City,School_Rating,Crime_Rate,Price
481,1471,4,2,2,22,1,10,5,4,2.03,6043038
482,2406,1,4,2,9,0,8,22,5,7.15,6896566
483,3018,3,1,1,14,0,6,21,6,7.71,8192185
484,1666,3,2,2,22,0,10,28,1,1.51,4245428
485,1615,2,3,2,20,0,9,17,4,5.31,4285908
486,3925,5,2,2,20,1,7,28,10,8.24,11638406
487,1333,1,2,1,10,1,10,9,5,9.39,3726983
488,2323,2,2,1,12,0,5,2,7,5.38,7846294
489,3274,4,3,2,4,1,8,25,5,9.53,10425243
490,2482,4,4,2,0,0,2,26,1,5.59,6183813
491,1353,3,2,2,23,0,7,18,7,4.24,3469339
492,550,3,2,2,11,1,4,9,8,8.56,2288758
493,1074,4,1,2,10,1,9,6,7,5.18,5206715
494,3761,3,3,1,16,0,1,11,4,4.98,10938723
495,1648,1,2,2,3,0,7,25,8,5.16,4759249
496,2697,3,3,1,14,1,6,29,5,8.54,5575853
497,2861,5,2,2,24,0,8,6,10,8.4,10172956
498,3117,3,4,1,29,1,5,6,9,4.33,11236513
499,3913,2,4,2,8,0,1,13,10,3.67,12770520
500,2852,1,2,1,20,0,1,11,5,5.17,5411071
501,2215,2,4,2,19,1,9,14,1,5.94,6899544
502,1181,2,2,1,18,1,10,2,9,2.76,5665627
503,1337,5,4,1,18,1,6,8,5,8.04,4252878
504,1577,1,1,1,11,1,10,3,6,5.12,6354366
505,3550,1,1,1,4,1,5,23,4,3.67,9965026
506,2991,1,1,1,9,1,1,21,6,1.51,8370828
507,3160,1,3,1,16,1,6,3,8,2.77,10992790
508,3540,1,3,2,4,0,6,1,3,9.52,10441593
509,2811,5,1,1,21,0,3,24,5,3.4,6954699
510,3624,3,3,2,15,0,8,19,2,2.1,10648020
511,2095,2,4,2,6,1,1,18,2,4.88,4624758
512,3551,1,2,2,27,1,1,17,7,3.42,8514177
513,504,3,2,2,8,1,6,20,10,0.83,2711965
514,1626,3,2,2,2,0,10,29,10,3.57,6534377
515,1719,2,1,1,14,1,1,24,10,5.67,3598721
516,1273,5,3,1,15,1,6,13,6,5.74,4289284
517,1376,4,4,1,17,0,1,3,4,3.89,3923856
518,1491,4,4,2,13,1,6,1,5,4.75,6375768
519,3431,3,1,1,2,0,3,4,1,9.67,10422129
520,3921,2,4,1,11,0,8,25,7,4.08,12882341
521,546,4,4,1,8,1,6,13,8,2.95,3588199
522,3414,3,4,1,27,1,1,17,9,2.81,9890496
523,3370,5,4,1,6,1,5,28,8,4.85,10280763
524,3483,4,3,2,8,0,8,11,5,7.72,11112716
525,3203,3,4,1,12,0,3,2,3,2.46,10894587
526,768,3,2,2,17,0,6,25,10,7.24,1390562
527,869,1,1,2,4,1,5,16,9,0.7,3520858
528,1135,5,3,2,12,1,6,2,6,4.48,5460326
529,1629,1,4,2,3,1,10,29,5,7.87,4391085
530,2193,2,3,2,1,1,1,19,3,3.72,6053510
531,2182,1,4,1,15,0,7,23,6,5.86,4847296
532,1156,1,2,1,8,0,9,19,3,2.45,3934917
533,619,4,1,1,8,0,2,25,10,7.55,2010385
534,1330,3,4,2,5,0,10,16,6,1.0,5753978
535,2310,5,4,1,10,1,5,22,4,8.6,6796918
536,1581,1,4,1,21,1,10,19,2,2.38,5331788
537,2474,5,4,2,23,1,4,9,8,8.81,8400607
538,1869,1,1,2,21,0,6,1,4,3.85,5677339
539,1240,2,1,2,0,0,6,10,9,7.37,3622841
540,616,1,2,2,3,1,2,19,7,3.53,1732115
541,2353,4,1,1,12,1,2,1,2,9.11,6876814
542,3338,3,4,2,22,0,4,2,4,1.7,10726166
543,1650,2,2,2,12,1,1,16,5,2.2,4403243
544,3964,1,2,1,12,0,9,12,3,5.18,12106840
545,2431,5,2,1,1,0,7,8,9,1.28,10231880
546,1512,2,4,2,8,0,7,23,5,2.36,4961904
547,2164,2,3,1,23,1,3,18,2,9.47,4252657
548,1581,1,4,2,7,1,3,2,3,9.78,4908139
549,1133,2,1,2,6,0,1,25,9,4.07,2155984
550,1012,5,1,1,3,1,3,29,7,9.27,2276512
551,3349,2,4,1,17,0,3,13,2,5.68,8771278
552,1619,5,4,2,2,0,4,6,9,3.06,7254529
553,1641,1,2,2,27,0,4,21,4,7.17,1705630
554,1059,3,4,2,5,0,3,26,9,6.76,2468044
555,987,2,2,1,11,1,10,6,2,9.9,3719744
556,3808,3,1,2,11,0,8,9,10,3.02,12574132
557,1396,5,2,2,20,0,8,16,4,6.88,3935949
558,3843,2,4,2,27,1,1,11,5,0.99,9977965
559,1712,4,1,2,7,0,7,7,2,1.58,5754962
560,1203,3,3,2,21,0,2,10,10,0.54,3734762
561,1970,2,2,1,21,1,1,10,1,9.99,3862375
562,1080,3,1,2,0,1,3,25,7,8.12,2568704
563,3337,2,2,2,3,1,4,20,10,7.97,9907472
564,3408,1,1,2,20,0,6,18,1,5.34,8341703
565,2794,3,1,2,27,1,10,28,8,3.35,7859949
566,3647,4,2,1,10,1,5,24,3,1.94,11198022
567,653,4,3,1,2,0,4,20,10,3.2,3055409
568,2179,5,1,1,12,0,8,29,6,4.07,6149527
569,1496,2,1,2,24,0,4,9,7,7.68,4172649
570,3657,3,1,2,16,0,10,15,10,5.63,12851487
571,3244,5,3,1,21,0,2,4,1,1.24,9483128
572,3856,3,3,1,21,1,3,8,6,0.67,12598755
573,1743,2,4,1,9,1,6,9,7,1.47,8553444
574,1592,4,2,2,20,1,8,13,6,4.4,5726102
575,3618,1,3,2,11,0,8,9,4,9.37,10806221
576,1508,4,2,1,14,0,9,26,1,6.56,3572133
577,2641,5,4,1,20,0,7,4,9,8.12,9570090
578,2273,1,2,1,9,1,2,17,4,4.93,6236949
579,1457,5,3,2,13,1,8,16,7,3.94,5207616
580,3559,2,2,2,12,0,7,15,7,1.53,11434258
581,952,1,3,2,4,1,8,3,2,8.82,2538251
582,1727,5,2,1,5,0,3,25,1,7.94,3595341
583,3459,2,3,1,23,1,7,20,8,2.1,10180655
584,2765,4,3,2,1,1,10,5,8,5.37,11469088
585,3021,2,2,1,21,1,9,23,7,5.13,7985309
586,2979,3,4,2,16,0,3,5,8,6.44,9214841
587,2888,2,1,1,3,1,10,20,3,9.49,8933772
588,1050,2,4,1,13,1,6,15,2,6.01,2630333
589,2135,3,2,1,9,0,2,18,7,5.63,4818032
590,1812,5,4,1,2,1,2,15,8,0.98,7287766
591,3825,5,3,2,24,0,5,2,1,1.1,12126735
592,2257,2,1,1,2,0,5,29,10,2.28,6566057
593,856,3,2,2,14,0,7,13,9,0.81,3581565
594,2570,3,2,2,5,0,2,4,4,7.56,8733198
595,2285,4,2,2,16,0,7,10,4,7.37,6210463
596,3069,5,1,1,11,1,5,13,3,1.79,11425247
597,2281,1,3,2,21,0,6,10,6,8.44,5981681
598,3671,5,2,2,19,0,8,29,1,1.97,10399223
599,3349,5,4,2,23,0,10,9,6,3.36,11505601
600,3751,4,2,1,28,0,4,8,2,2.87,10534183
601,3794,1,2,1,10,1,7,3,9,4.04,12733585
602,3309,4,2,2,24,0,6,16,2,2.92,9729628
603,2989,1,2,1,3,1,10,14,7,5.15,9609100
604,2131,2,3,2,25,0,2,9,1,4.37,5279554
605,3316,1,4,2,27,1,8,21,7,9.87,7675253
606,1515,4,3,1,25,0,10,11,5,1.03,6047264
607,1848,5,4,2,5,0,9,3,8,1.85,9381071
608,1015,1,2,1,0,1,5,5,4,1.0,3987740
609,3587,1,1,1,19,0,10,29,10,6.45,10212871
610,3339,3,3,2,22,1,4,10,7,1.02,10849692
611,835,5,1,1,27,0,6,13,6,8.45,2596713
612,2282,2,3,1,15,1,8,4,5,5.36,7684396
613,2805,4,2,2,14,0,3,24,4,5.51,8496492
614,996,2,3,2,16,0,10,13,7,5.84,2566608
615,1395,5,2,1,7,1,1,12,5,2.12,4722248
616,2707,1,3,1,27,0,4,5,5,2.38,7134715
617,1351,1,2,2,25,0,4,10,1,3.53,3739027
618,2187,5,2,1,11,0,1,28,2,6.14,4439149
619,2431,1,4,1,26,0,9,24,5,2.5,6632157
620,3237,1,2,1,21,0,3,9,3,1.61,9321119
621,2927,1,4,1,20,0,5,20,2,9.72,6660597
622,2068,4,2,1,9,1,6,7,4,0.71,7700619
623,1456,4,1,1,26,1,8,2,4,8.13,4180176
624,3238,3,2,1,14,1,6,22,4,7.99,8849756
625,3998,2,1,2,29,0,3,24,4,3.32,9885416
626,2136,5,1,2,8,1,6,28,3,1.79,6687188
627,1791,5,2,2,1,0,1,23,7,1.88,6477363
628,1940,5,1,2,4,0,4,7,9,7.13,5853615
629,1691,3,4,2,5,0,6,8,5,6.61,6037641
630,1566,4,3,1,6,0,7,7,4,7.94,6232868
631,784,3,2,1,20,1,10,21,2,9.41,1388238
632,2944,5,1,1,24,0,3,23,2,7.07,5492413
633,511,2,2,1,0,1,9,29,5,1.98,1440480
634,2130,1,4,2,22,0,7,14,7,2.81,6812784
635,3873,4,2,1,25,1,1,26,10,8.5,9890098
636,3824,4,2,1,6,1,2,19,10,2.49,12524759
637,3046,3,1,2,19,1,1,5,9,1.19,9478995
638,1253,4,4,1,24,1,9,23,7,7.18,3881941
639,2582,5,3,1,29,1,9,25,5,4.32,7095068
640,3274,5,3,2,11,1,7,18,10,9.24,10735978
641,3396,3,1,1,15,0,10,20,10,6.68,10612606
642,589,5,2,1,15,1,3,12,10,1.36,2732569
643,1275,2,1,1,10,0,5,23,6,9.5,3009091
644,3152,3,1,1,20,1,4,17,3,2.96,7879182
645,3517,2,1,1,3,0,7,13,5,3.7,11145189
646,2125,1,2,2,12,1,9,2,8,4.32,7875547
647,3569,2,4,2,6,1,2,25,1,0.99,10905601
648,917,1,1,2,3,0,8,13,1,5.22,2987199
649,614,1,2,2,14,1,9,26,7,1.67,1696844
650,1116,2,4,2,18,1,10,7,5,4.31,4751642
651,3767,3,1,2,8,1,10,28,5,3.83,12417128
652,1325,5,3,1,10,0,9,10,1,7.84,4215862
653,2149,5,4,2,7,1,10,23,9,8.13,6885275
654,2016,1,1,2,0,0,7,6,1,1.96,7149503
655,3646,1,4,1,22,1,9,3,5,3.98,12427820
656,912,3,4,1,24,1,9,26,10,4.05,3451517
657,3947,4,4,2,23,0,3,3,9,1.94,13516312
658,3991,2,4,1,7,1,4,18,4,8.09,12304852
659,1228,1,4,2,12,1,2,11,8,7.22,2631931
660,3848,5,4,1,21,0,10,22,6,2.31,11906098
661,3568,3,1,2,26,1,3,20,3,3.98,9438101
662,3308,2,3,1,3,0,5,5,4,1.51,10824687
663,1175,3,2,1,7,0,5,19,2,6.47,1996206
664,3965,2,4,2,2,0,6,22,1,1.65,12920422
665,2392,2,2,2,28,1,7,27,8,9.87,4495528
666,3004,1,1,2,8,0,7,28,1,7.92,6738363
667,3467,3,4,2,28,0,1,19,1,4.21,8319816
668,2739,3,3,2,1,1,2,15,4,6.0,8861568
669,3286,5,2,1,1,0,9,16,10,9.16,10339598
670,1622,5,4,2,27,1,10,24,10,5.76,5789737
671,2071,1,1,2,12,1,2,9,6,2.16,5803811
672,1477,1,3,1,14,1,6,4,9,4.1,6169805
673,1508,4,2,1,27,1,1,15,1,8.51,1894096
674,2643,5,2,2,22,0,3,25,7,6.62,7302153
675,2187,2,4,1,11,0,2,12,10,6.68,6158514
676,3210,3,3,1,25,0,3,23,5,8.73,6189510
677,3761,1,3,2,3,0,5,3,8,8.99,11660075
678,536,3,3,1,25,0,10,23,7,9.24,691349
679,3940,3,3,1,7,1,6,14,4,1.4,13541176
680,2048,4,1,2,8,0,9,17,4,5.67,5954292
681,2826,5,3,2,22,0,10,19,6,7.53,8079176
682,2764,1,2,1,4,0,4,6,6,7.69,8878788
683,3414,3,2,1,23,1,7,4,9,6.26,10635387
684,1372,1,1,2,19,1,6,7,5,2.08,4484508
685,2321,2,2,1,17,0,2,19,8,8.08,5321674
686,1796,4,2,1,10,1,10,17,5,7.34,6285789
687,2609,2,3,1,14,0,8,25,2,1.32,7084075
688,1095,1,2,2,27,0,7,16,6,4.91,1935002
689,2403,1,1,1,21,1,7,15,9,2.15,7743947
690,1228,5,3,1,8,1,8,22,3,3.71,4019502
691,1865,3,4,2,16,0,1,8,1,0.67,4874515
692,896,3,3,1,26,0,1,19,1,4.3,1186899
693,1198,2,1,1,25,1,8,8,3,5.72,3690047
694,3590,4,3,2,11,0,4,18,10,6.39,11875251
695,2724,3,3,2,6,1,5,28,5,6.8,7803983
696,2135,5,1,2,9,0,8,16,3,8.44,5724928
697,895,2,3,2,24,1,5,20,9,2.55,2630684
698,2992,2,1,1,25,0,10,19,8,1.64,8762185
699,3804,5,1,1,24,0,4,10,3,8.59,9527695
700,575,4,4,2,9,1,6,17,9,1.99,3202900
701,764,5,2,2,26,0,5,13,6,9.76,1898766
702,3002,4,2,1,12,0,7,13,7,8.5,9428456
703,2319,5,3,2,18,1,10,7,4,5.26,7992552
704,1217,5,3,1,10,0,7,27,4,9.82,2466829
705,3282,1,4,2,12,0,4,10,2,1.43,9920066
706,3955,2,4,1,20,0,5,2,5,3.38,11853443
707,1350,5,4,2,7,1,3,4,8,6.56,6102586
708,1890,5,1,2,7,1,4,25,7,3.83,5591132
709,643,3,4,1,3,1,4,6,7,9.32,2215702
710,1384,2,4,2,14,0,3,24,6,1.12,2900413
711,3640,3,3,1,27,0,10,18,3,5.72,11032331
712,3670,2,4,1,10,0,5,23,5,6.11,10063093
713,895,3,1,1,10,0,5,6,1,6.7,3065176
714,3596,5,1,1,0,1,7,29,7,2.93,12314577
715,3495,5,3,1,16,0,4,25,9,3.96,10852224
716,3438,1,4,2,14,0,4,23,1,8.51,7870784
717,1992,3,4,2,19,0,9,17,2,2.35,5124576
718,3722,4,1,1,5,1,6,14,3,8.36,11338498
719,1667,1,4,2,23,0,4,24,3,5.85,3979288
720,3116,3,4,1,21,0,2,11,8,7.74,8759304
721,1562,3,4,2,27,0,6,26,7,7.28,2289092
722,2656,1,2,2,24,0,2,19,6,2.47,6120060
723,1565,5,3,2,14,0,5,2,10,5.9,6408133
724,1709,3,2,2,8,1,6,28,10,8.74,4057005
725,3482,5,3,1,13,0,4,3,4,4.61,10232523
726,2945,1,1,1,17,0,3,11,9,9.68,7574074
727,3794,5,4,2,25,0,7,6,1,4.8,11519561
728,1133,2,3,2,16,0,2,29,2,1.86,2336345
729,1656,4,2,1,17,0,6,14,4,4.2,5078516
730,3734,3,4,2,4,0,4,19,3,9.54,10565789
731,1738,4,1,1,19,0,6,26,1,3.54,3743456
732,1232,5,3,1,19,0,4,16,5,8.75,2970366
733,734,3,3,1,8,0,4,21,7,8.87,575350
734,3205,5,3,2,10,0,4,22,2,3.83,8670416
735,1250,2,4,1,23,1,9,24,5,1.29,4500807
736,3135,1,2,2,21,1,7,7,6,7.38,9522730
737,3580,3,2,1,0,1,3,27,7,3.46,10391746
738,3645,2,3,2,17,1,3,8,1,7.94,10257085
739,1453,2,1,2,5,0,6,19,7,4.71,4605430
740,3039,3,1,2,26,1,6,20,4,5.11,9005947
741,3460,5,2,1,1,1,4,16,8,7.89,11178033
742,3824,2,1,1,14,0,9,22,4,4.13,10511246
743,3801,4,2,2,28,1,4,27,6,4.71,9868651
744,2042,2,3,2,25,1,9,7,9,4.07,7809282
745,1697,5,2,2,20,0,4,9,5,3.99,5890329
746,2176,5,2,1,13,0,2,13,4,5.5,5345484
747,1691,4,3,1,4,0,2,1,8,8.18,6262853
748,2717,2,1,1,5,1,5,29,9,3.94,7321372
749,1916,5,2,1,5,1,4,8,4,5.48,6502684
750,3493,3,2,2,29,0,7,24,3,6.87,9021419
751,3342,1,3,2,21,0,5,22,8,3.06,9640124
752,3181,1,1,1,29,1,6,4,5,3.14,9242923
753,1717,1,2,1,17,0,10,3,2,9.37,5116578
754,2040,2,3,2,13,1,4,27,10,7.37,4956459
755,2576,4,2,1,9,0,2,3,9,5.98,10126851
756,3736,5,4,1,13,0,10,22,3,6.65,11699679
757,1945,3,3,1,12,1,9,13,2,0.78,6818259
758,2886,3,1,1,29,0,10,8,1,6.37,8943583
759,2019,2,1,1,2,0,7,7,8,5.34,8044730
760,1888,1,1,1,29,0,4,27,3,5.68,3527835
761,2356,2,1,2,5,1,3,1,7,3.91,9375496
762,1865,4,2,1,28,0,10,27,1,1.27,5218357
763,999,4,2,1,7,0,3,16,1,2.34,2601074
764,2180,5,1,2,11,0,9,6,9,9.53,7829191
765,1010,5,1,2,12,0,5,7,8,4.38,4076962
766,3898,4,1,2,10,0,3,12,3,4.93,11142622
767,716,4,2,1,11,0,5,23,6,1.0,2947968
768,1824,4,1,2,0,1,2,9,3,0.86,6543360
769,1655,2,1,1,16,1,4,27,4,7.31,3394210
770,2327,4,4,1,15,0,10,11,1,5.61,8167758
771,3641,3,4,1,10,1,2,10,5,5.33,10684172
772,3823,1,1,2,12,1,2,21,1,2.81,8988911
773,3986,4,3,2,17,0,8,1,1,7.58,12082668
774,2310,1,1,2,10,1,1,18,10,2.1,6441646
775,2992,2,4,2,27,1,7,4,7,2.3,10378164
776,3423,1,3,2,11,1,5,5,6,4.88,10782849
777,1705,2,3,1,5,1,8,9,2,3.22,6793532
778,2714,3,1,1,8,1,1,27,2,2.85,6310657
779,590,2,4,1,15,1,7,17,7,6.63,2143978
780,1213,2,4,1,3,1,5,3,1,6.68,4575790
781,2381,5,3,2,2,1,4,16,2,8.33,8040716
782,538,4,1,2,27,0,7,5,8,4.47,1875879
783,3697,4,2,1,15,0,10,16,6,1.19,13606709
784,672,3,2,2,23,1,2,3,2,3.1,1613825
785,1152,3,4,2,26,1,1,20,7,9.81,884471
786,1253,4,2,1,25,0,1,15,4,6.16,2036542
787,1743,5,4,1,29,1,1,3,2,7.24,6343069
788,1581,4,4,2,24,1,5,20,6,0.57,5575102
789,2183,5,4,2,11,0,10,14,9,5.42,8847482
790,3023,3,2,1,10,0,7,16,9,0.86,10797593
791,955,1,4,1,4,0,2,29,8,5.91,1193703
792,1328,3,3,1,24,1,10,29,3,9.25,2699522
793,1394,3,1,2,17,1,8,17,3,9.7,3318251
794,1884,2,1,1,18,0,4,28,2,5.64,4080533
795,2458,2,4,1,22,0,3,24,5,4.85,5712156
796,3572,2,1,2,22,1,10,20,4,9.48,9484861
797,2934,2,2,2,5,0,8,23,7,6.9,8074600
798,2496,5,2,2,21,1,2,18,4,1.12,7290007
799,2895,4,1,2,17,1,3,18,9,4.92,8623475
800,689,1,2,2,25,0,3,22,2,2.78,-680794
801,1004,3,1,1,5,0,10,14,6,4.96,4394581
802,1714,5,1,1,3,1,1,18,7,4.83,5364089
803,2031,1,1,2,11,0,6,15,4,6.03,5855222
804,3940,5,4,2,18,0,2,15,6,3.89,12422684
805,3980,5,1,2,28,0,1,6,7,2.06,11968139
806,1323,3,4,2,26,0,2,27,4,5.29,1237317
807,1428,4,1,2,28,1,6,15,8,8.39,3250189
808,1433,2,1,1,1,1,4,18,9,6.81,5268563
809,1640,4,1,1,16,1,6,4,1,3.71,5726244
810,633,3,2,1,10,1,9,23,7,9.39,2633576
811,2605,3,4,1,10,0,10,8,9,9.17,9628802
812,1184,3,4,2,20,0,10,15,10,2.49,5555367
813,3219,1,1,1,15,1,8,3,5,0.87,11645861
814,2720,4,1,2,1,1,1,15,2,7.54,6787430
815,2352,4,2,2,1,0,8,13,10,8.36,8605475
816,1314,5,2,2,22,1,9,9,6,9.69,3940000
817,1672,5,2,1,7,1,6,2,7,8.95,6491043
818,579,5,4,2,12,0,10,24,2,6.21,2245584
819,3433,3,4,1,9,1,5,8,2,5.54,10455333
820,3784,4,4,1,7,0,6,29,10,0.76,12527668
821,702,3,1,2,29,0,6,20,10,2.84,910815
822,3311,1,4,2,3,1,9,17,1,4.87,11054159
823,1752,5,3,2,14,0,4,13,4,6.47,4863281
824,2199,3,3,1,29,1,2,1,7,5.79,6184941
825,1750,3,2,2,0,0,9,2,9,7.56,6838322
826,2182,1,4,1,10,1,2,15,3,3.16,5852323
827,2055,2,3,2,6,1,10,12,7,5.87,6810694
828,3973,4,2,2,16,1,9,14,7,1.34,13333800
829,2594,2,4,1,26,0,2,25,7,4.43,6567243
830,1756,5,1,1,19,0,8,29,2,7.63,3589144
831,3876,3,3,1,23,1,9,2,6,7.09,12305740
832,2049,1,1,1,17,0,10,18,2,9.91,4873631
833,1666,1,4,1,21,1,9,22,6,3.14,5175947
834,3986,4,3,1,28,1,10,7,10,5.23,14691804
835,1896,2,4,2,21,0,9,29,3,3.63,5148860
836,3830,4,1,2,11,1,2,23,2,4.69,10349299
837,3203,3,3,1,8,0,4,29,6,8.64,8535533
838,970,4,1,2,4,1,7,25,2,7.0,2292809
839,3518,1,4,1,9,0,2,6,5,8.88,10014293
840,1535,1,4,2,3,1,1,14,2,2.43,5269970
841,1853,5,1,2,4,1,3,8,3,8.8,4881210
842,3283,5,3,1,27,0,4,27,3,1.07,9192472
843,3331,3,1,1,27,1,8,22,6,8.94,8646604
844,1467,2,4,1,9,1,6,2,6,3.63,6150755
845,857,4,1,2,10,0,2,17,10,3.49,2421052
846,3519,3,4,1,20,1,9,5,3,5.36,11859837
847,3979,5,1,2,23,0,2,14,3,9.44,10099235
848,1167,4,3,1,9,1,5,25,1,0.95,3221148
849,872,5,3,2,27,0,4,24,7,3.85,1427171
850,1531,4,1,2,7,1,7,29,8,8.64,3094334
851,1645,2,1,1,1,1,8,20,2,4.26,4764098
852,1871,3,3,2,22,1,5,21,4,2.39,4898352
853,3223,4,4,2,7,0,10,29,10,4.54,10793615
854,589,1,3,1,15,0,5,21,7,4.16,2084542
855,3245,1,4,2,26,0,2,22,8,9.2,7107021
856,3887,4,1,1,21,0,8,3,1,7.74,11208134
857,3749,4,1,1,4,1,2,5,4,5.3,11534751
858,1039,4,4,1,26,1,10,16,6,9.89,3300172
859,3279,1,1,1,24,0,6,18,3,4.92,8543317
860,1368,1,4,2,28,0,8,26,5,1.05,3670672
861,540,4,2,2,2,0,6,17,10,2.99,3505353
862,1239,5,3,2,11,1,4,11,9,4.64,5575615
863,2446,5,2,1,12,0,4,17,3,1.99,7320058
864,3049,2,4,2,12,0,6,16,5,9.5,9548570
865,3506,3,3,2,9,1,4,26,8,7.79,9622115
866,3716,5,4,1,3,1,8,23,6,3.05,12765170
867,1724,1,3,1,8,0,9,2,4,6.11,7093413
868,1428,5,3,2,21,1,1,4,8,7.35,4934712
869,2536,2,3,1,23,0,4,21,3,9.44,4171576
870,3008,2,3,1,22,1,4,7,3,8.88,8214817
871,3279,3,4,1,26,0,2,2,4,5.39,10039482
872,3299,5,3,1,1,0,6,6,9,7.86,11126264
873,1424,1,3,2,18,0,3,17,5,5.84,3301346
874,3456,1,2,1,0,0,7,7,8,5.75,11860576
875,2081,4,1,1,24,1,5,25,6,1.59,6216460
876,3824,1,1,1,28,1,4,5,3,1.7,10751034
877,889,3,2,1,6,1,5,5,8,5.53,4645446
878,2117,3,2,1,16,1,8,20,9,3.05,7243304
879,3430,1,4,1,2,0,3,16,8,0.7,11988025
880,755,1,4,1,19,0,7,19,4,7.37,2622524
881,1208,4,4,1,19,1,6,9,6,0.81,6051665
882,2338,1,2,2,20,1,1,5,1,6.16,5980259
883,2444,4,2,1,29,1,7,8,4,5.62,8649501
884,2997,4,3,2,2,1,7,9,8,9.7,10737739
885,509,1,4,1,2,1,1,5,1,5.1,1158027
886,3371,2,4,1,16,0,9,10,3,1.1,11308363
887,1297,2,4,1,6,0,6,25,1,5.74,3310836
888,3813,4,1,1,26,0,2,2,9,8.49,11508477
889,3822,1,3,2,25,1,5,9,2,9.97,9477867
890,1376,2,4,1,13,1,4,11,9,4.59,4412733
891,1528,1,4,1,16,1,7,4,4,3.54,5552345
892,3690,1,4,2,17,1,8,22,2,9.11,10090771
893,1515,1,1,2,12,0,1,22,4,2.32,3178281
894,2324,5,1,1,19,0,5,22,10,6.35,6630152
895,873,1,2,2,28,1,3,2,6,4.35,1999285
896,3636,5,3,2,19,0,1,23,7,0.89,11322971
897,2693,4,2,2,20,0,3,29,3,3.8,5652970
898,723,2,3,1,26,1,6,6,3,3.02,3127170
899,1762,2,1,1,17,1,7,27,10,7.02,4852411
900,2724,2,4,1,3,1,8,14,8,9.51,9765666
901,2302,2,2,2,0,1,4,1,5,3.05,8416283
902,1352,2,4,1,17,1,3,18,4,8.21,2733172
903,3853,2,2,2,0,1,5,7,7,1.03,13562021
904,562,2,1,1,25,0,9,1,7,5.61,2286301
905,1740,4,1,1,25,0,6,1,9,1.17,6937129
906,3374,1,1,2,12,1,9,1,9,9.37,12126044
907,3342,3,2,1,19,0,6,24,5,7.78,7920583
908,1188,5,3,2,19,1,2,4,8,6.75,3972894
909,1984,3,2,2,22,1,5,4,10,8.33,6149627
910,2133,3,3,1,9,1,9,29,1,6.65,5624290
911,2652,1,2,2,26,1,8,18,9,9.7,6963236
912,3670,1,2,1,10,0,7,27,8,7.28,10364157
913,1010,1,1,1,8,1,1,11,6,9.28,1874861
914,884,2,4,2,8,0,4,27,3,5.41,1511941
915,904,4,4,1,4,1,7,1,3,1.61,5659724
916,3370,2,3,2,25,1,7,28,8,5.52,9234702
917,1017,4,4,1,0,1,6,10,5,1.71,5676156
918,975,4,2,1,16,0,8,9,10,6.13,4164338
919,2500,3,2,1,21,1,6,23,7,5.08,7741184
920,3256,3,1,1,1,1,10,4,5,6.41,13107309
921,2168,4,1,1,23,1,3,28,8,0.6,6077115
922,2393,4,4,2,12,0,4,6,10,2.35,9180495
923,3318,2,3,2,8,0,3,16,10,5.17,10400791
924,1960,2,4,2,28,0,1,2,4,9.53,3999983
925,3594,3,4,2,3,1,10,23,2,4.14,11751052
926,3544,1,4,2,4,0,5,18,3,4.53,10006837
927,3224,4,4,2,10,1,1,10,8,7.29,10323488
928,1213,2,2,1,23,0,1,24,7,6.24,989820
929,582,3,3,1,18,0,2,24,2,3.34,-97388
930,1668,2,2,2,20,1,4,17,6,4.4,3438014
931,3656,4,3,2,2,0,6,13,9,2.57,12265877
932,3649,4,1,1,11,1,8,24,4,9.68,10322436
933,3004,5,4,1,25,1,3,18,9,1.74,9096576
934,2401,1,2,1,18,0,1,22,2,4.03,5390386
935,2548,5,3,2,18,1,3,13,2,0.75,7594555
936,550,3,1,2,12,1,3,17,9,2.61,2145127
937,1184,2,1,2,27,0,5,5,7,7.91,2524562
938,1216,3,4,1,6,0,4,11,7,2.41,5059234
939,1969,4,3,1,14,1,4,7,1,1.26,6030606
940,948,5,2,2,22,0,9,29,6,5.01,2085908
941,1380,5,4,2,6,1,7,10,7,0.59,6478393
942,987,5,2,1,25,1,4,17,6,1.31,3586116
943,2323,3,1,1,7,0,3,15,6,8.17,6434631
944,2581,4,2,1,4,0,6,18,2,7.83,6732211
945,3919,2,2,1,20,0,3,23,6,9.19,9396909
946,2642,2,4,2,13,0,6,22,4,8.62,6396841
947,3643,3,2,1,3,1,9,19,9,6.99,12535628
948,2074,5,4,1,22,1,6,26,1,1.0,6577762
949,2701,1,1,1,9,0,4,2,8,7.94,7611177
950,749,3,4,2,19,0,5,26,5,8.53,1050851
951,1173,3,4,2,14,1,6,4,1,8.09,3523851
952,937,4,3,1,17,1,3,3,4,5.33,3315041
953,2665,2,2,1,19,1,8,7,1,2.71,8604627
954,1270,3,1,1,12,1,4,24,6,8.53,3358803
955,3877,3,4,2,28,0,8,18,2,7.41,10057575
956,767,5,1,2,7,1,10,10,5,9.82,3895374
957,2484,5,3,2,8,1,10,7,7,1.98,9949247
958,1577,1,2,1,15,0,3,8,2,2.64,3604703
959,735,4,4,2,18,1,10,6,6,2.51,4632731
960,888,1,2,1,15,1,7,22,6,8.03,1690364
961,3537,5,3,1,6,0,9,26,5,2.28,10142840
962,1262,2,3,1,13,0,4,1,5,1.13,5636298
